,name,date,platform,publisher,developer,shipped,total,america,europe,japan,other,vgc,critic,user,percent
2566,Tom Clancy's Splinter Cell: Pandora Tomorrow,2004-03-23,XB,Ubisoft,Ubisoft Shanghai,,1.48,0.82,0.59,,0.07,,9.2,9.0,92
2568,Super Scribblenauts,2010-10-12,DS,Warner Bros. Interactive,5TH Cell,,1.47,1.06,0.3,,0.11,8.9,7.9,,79
2570,Kirby & the Amazing Mirror,2004-10-18,GBA,Nintendo,Flagship,1.47,1.47,,,,,,7.9,,79
2571,Mario Golf,1999-06-30,N64,Nintendo,Camelot Software Planning,1.47,1.47,,,,,,9.0,,90
2572,Minecraft,2016-06-17,WiiU,Mojang,4J Studios,,1.47,0.5,0.49,0.38,0.09,,5.5,,55
2574,Fight Night Round 3,2006-02-20,X360,EA Sports,EA Chicago,,1.47,1.33,0.03,0.01,0.1,,8.6,,86
2576,Grim Dawn,2016-02-25,PC,Crate Entertainment,Crate Entertainment,1.46,1.46,,,,,,8.4,,84
2582,Super Monkey Ball,2001-11-17,GC,Sega,Amusement Vision,,1.46,0.95,0.37,0.1,0.04,,9.0,,90
2588,Mass Effect 3,2012-03-06,PS3,Electronic Arts,BioWare,,1.46,0.65,0.58,0.03,0.2,,8.9,,89
2589,Battlefield: Bad Company,2008-06-23,X360,Electronic Arts,EA Digital Illusions CE,,1.46,0.81,0.46,0.04,0.15,,8.6,,86
2591,Mass Effect 2,2011-01-18,PS3,Electronic Arts,BioWare Edmonton,,1.46,0.78,0.46,0.03,0.18,,9.3,,93
2592,Homefront,2011-03-15,X360,THQ,Kaos Studios,,1.46,0.83,0.48,0.02,0.12,7.0,6.7,,67
2597,Final Fantasy XIV Online,2010-09-22,PC,Square Enix,Square Enix,1.45,1.45,,,,,,5.3,,53
2601,Resident Evil Outbreak,2004-03-31,PS2,Capcom,Capcom Production Studio 1,1.45,1.45,,,,,,7.1,,71
2605,Sonic & SEGA All-Stars Racing,2010-02-23,Wii,Sega,Sumo Digital,,1.45,0.61,0.69,,0.15,8.0,7.9,,79
2606,Sega Genesis Collection,2006-11-16,PSP,Sega,Sega,,1.45,0.53,0.58,,0.34,,8.3,,83
2608,The House of the Dead 2 & 3 Return,2008-03-11,Wii,Sega,Sega,,1.45,0.77,0.5,0.03,0.15,,6.5,7.0,65
2610,BioShock,2008-10-21,PS3,2K Games,2K Boston / 2K Australia / 2K Marin,,1.44,0.75,0.48,0.01,0.21,9.3,9.3,9.6,93
2617,Star Wars: The Force Unleashed II,2010-10-26,X360,LucasArts,LucasArts,,1.44,0.95,0.37,,0.12,,6.3,,63
2618,Sonic Rivals,2006-11-16,PSP,Sega,Backbone Entertainment,,1.44,0.73,0.43,,0.28,,7.0,,70
2623,WWE SmackDown vs Raw 2008,2007-11-13,X360,THQ,Yuke's Media Creations,,1.43,0.92,0.38,0.0,0.13,,7.3,,73
2624,Smarty Pants,2007-11-13,Wii,Electronic Arts,EA Los Angeles,,1.43,0.52,0.75,,0.16,,6.5,,65
2625,Dead Space 2,2011-01-25,PS3,Electronic Arts,Visceral Games,,1.43,0.73,0.49,,0.21,9.0,9.0,,90
2626,Kinect Joy Ride,2010-11-04,X360,Microsoft Game Studios,Big Park,,1.43,0.92,0.39,0.0,0.12,,5.6,,56
2629,The Legend of Zelda: Twilight Princess,2006-12-11,GC,Nintendo,Nintendo EAD,1.43,1.43,,,,,,9.5,,95
2634,SoulCalibur III,2005-10-25,PS2,Namco,Namco,1.43,1.43,,,,,,8.5,,85
2639,Nintendo Labo: Toy-Con 01 Variety Kit,2018-04-20,NS,Nintendo,Nintendo EPD,1.42,1.42,,,,,,7.7,,77
2640,Pokémon XD: Gale of Darkness,2005-09-28,GC,Nintendo,Genius Sonority Inc.,1.42,1.42,,,,,,6.9,,69
2642,Sonic Heroes,2004-01-05,GC,Sega,Sonic Team,1.42,1.42,,,,,,7.2,,72
2643,Super Metroid,1994-04-18,SNES,Nintendo,Intelligent Systems,1.42,1.42,,,,,,8.0,,80
2647,UFC Undisputed 2010,2010-05-25,PS3,THQ,Yuke's Future Media Creators,,1.42,0.8,0.4,0.02,0.19,7.5,8.4,,84
2648,Rayman Raving Rabbids,2006-11-14,Wii,Ubisoft,Ubisoft Montpellier,,1.42,1.22,0.07,0.02,0.11,,7.5,,75
2650,LEGO Star Wars: The Video Game,2005-10-25,GC,Eidos Interactive,Traveller's Tales,,1.41,1.09,0.28,,0.04,,7.9,,79
2652,LEGO Star Wars II: The Original Trilogy,2006-09-12,PSP,LucasArts,Traveller's Tales,,1.41,0.58,0.51,,0.32,,8.4,,84
2653,Metroid Prime 3: Corruption,2007-08-27,Wii,Nintendo,Retro Studios,1.41,1.41,,,,,,9.0,9.4,90
2654,Style Savvy: Fashion Forward,2016-08-19,3DS,Nintendo,syn Sophia,1.41,1.41,,,,,,6.5,,65
2657,LEGO Indiana Jones 2: The Adventure Continues,2009-11-17,Wii,LucasArts,Traveller's Tales,,1.41,0.9,0.38,,0.13,,7.5,,75
2659,Twisted Metal: Black,2001-06-18,PS2,Sony Computer Entertainment,Incognito Inc.,,1.41,1.19,0.17,,0.05,,8.9,,89
2661,Fight Night Round 4,2009-06-23,X360,EA Sports,EA Canada,,1.4,0.95,0.33,,0.13,,8.7,,87
2662,Spider-Man: The Movie,2002-04-15,XB,Activision,Treyarch,,1.4,1.07,0.28,,0.05,,7.7,,77
2663,Dead Space,2008-10-13,X360,Electronic Arts,EA Redwood Shores,,1.4,0.89,0.39,,0.13,8.4,8.9,,89
2665,2Xtreme,1996-10-31,PS,Sony Computer Entertainment,SCEA,,1.4,1.15,0.2,,0.05,,8.3,,83
2666,Anno 2070,2011-11-17,PC,Ubisoft,Blue Byte Studio,,1.4,,1.14,,0.26,,8.7,,87
2670,Bravely Default: Flying Fairy,2014-02-07,3DS,Nintendo,Square Enix,1.4,1.4,,,,,8.8,8.2,,82
2680,NFL GameDay 98,1997-07-31,PS,Sony Computer Entertainment,989 Studios,1.4,1.4,,,,,,8.6,,86
2682,Pokémon Rumble Blast,2011-10-24,3DS,Nintendo,Ambrella,1.4,1.4,,,,,5.6,5.3,,53
2686,Resident Evil - Code: Veronica X,2001-08-21,PS2,Capcom,Capcom,1.4,1.4,,,,,,8.4,,84
2688,Star Ocean: Till The End of Time,2004-08-31,PS2,Square Enix,tri-Ace,1.4,1.4,,,,,,7.8,,78
2700,Sonic Generations,2011-11-01,X360,Sega,Sonic Team,,1.39,0.71,0.54,0.0,0.13,,7.7,,77
2701,Ace Combat 6: Fires of Liberation,2007-10-23,X360,Namco Bandai,Namco Bandai Games,1.39,1.39,,,,,,8.1,,81
2703,Pokémon Mystery Dungeon: Gates to Infinity,2013-03-24,3DS,Nintendo,Spike Chunsoft,1.39,1.39,,,,,,5.9,,59
2708,Bakugan: Battle Brawlers,2009-10-20,DS,Activision,MTO,,1.38,1.26,0.02,,0.1,,6.4,,64
2710,Far Cry 2,2008-10-21,PS3,Ubisoft,Ubisoft Montreal,,1.38,0.43,0.69,0.01,0.26,7.5,8.4,,84
2712,Deus Ex: Human Revolution,2011-08-23,X360,Square Enix,Eidos Montreal,,1.38,0.77,0.47,0.02,0.12,9.1,8.8,,88
2713,The Sims 2,2005-12-07,PSP,Electronic Arts,Maxis,,1.38,0.49,0.56,,0.33,,6.2,,62
2715,Rocket League,2016-07-05,XOne,505 Games,Psyonix Studios,,1.38,0.52,0.75,,0.11,,8.0,,80
2717,Deus Ex: Human Revolution,2011-08-23,PS3,Square Enix,Eidos Montreal,,1.38,0.5,0.6,0.07,0.22,,8.8,,88
2725,Call of Duty: Black Ops,2010-11-09,Wii,Activision,Treyarch,,1.37,0.8,0.46,,0.12,8.7,7.5,,75
2726,Crysis 2,2011-03-22,X360,Electronic Arts,Crytek,,1.37,0.73,0.5,0.02,0.13,9.4,8.7,,87
2727,A Collection of Activision Classic Games for the Atari 2600,1998-09-23,PS,Activision,"Livesay Technologies, Inc.",,1.37,0.76,0.52,,0.09,,3.8,,38
2728,Dead Rising 2,2010-09-28,PS3,Capcom,Blue Castle Games,,1.37,0.43,0.57,0.15,0.22,,8.1,,81
2729,Captain Toad: Treasure Tracker,2014-12-05,WiiU,Nintendo,Nintendo EAD Tokyo,1.37,1.37,,,,,,7.7,,77
2731,Kid Icarus: Uprising,2012-03-23,3DS,Nintendo,Project Sora,1.37,1.37,,,,,9.2,8.0,,80
2733,Paper Mario,2001-02-05,N64,Nintendo,Intelligent Systems,1.37,1.37,,,,,,9.1,,91
2737,The Final Fantasy Legend,1990-09-01,GB,Square,Square,1.37,1.37,,,,,,6.0,,60
2738,Yu-Gi-Oh! The Duelists of the Roses,2003-02-16,PS2,Konami,Konami,1.37,1.37,,,,,,7.0,,70
2739,Age of Mythology,2002-11-01,PC,Microsoft Game Studios,Ensemble Studios,1.37,1.37,,,,,,8.8,,88
2743,Need for Speed: The Run,2011-11-15,X360,Electronic Arts,EA Black Box,,1.37,0.63,0.57,0.0,0.16,6.8,5.5,,55
2744,LEGO Harry Potter: Years 1-4,2010-06-29,PS3,Warner Bros. Interactive,Traveller's Tales,,1.37,0.55,0.61,,0.21,7.5,7.9,,79
2745,GoldenEye 007,2010-11-02,Wii,Activision,Eurocom Entertainment Software,,1.36,0.76,0.6,0.0,,9.0,8.0,,80
2747,Crash Bandicoot 2: N-Tranced,2003-01-07,GBA,Vivendi Games,Vicarious Visions,,1.36,0.63,0.66,,0.07,,7.5,,75
2748,Wolfenstein II: The New Colossus,2017-10-27,PS4,Bethesda Softworks,MachineGames,,1.36,0.55,0.58,0.01,0.22,,9.0,,90
2751,Battlefield Vietnam,2004-03-16,PC,Electronic Arts,Digital Illusions,1.36,1.36,,,,,,8.5,,85
2754,The Legend of Zelda: Tri Force Heroes,2015-10-23,3DS,Nintendo,GREZZO,1.36,1.36,,,,,,7.4,,74
2756,Gardening Mama,2009-03-31,DS,Majesco,Taito Corporation,,1.36,0.79,0.42,0.01,0.13,5.9,6.6,,66
2759,Marvel vs. Capcom 3: Fate of Two Worlds,2011-02-15,PS3,Capcom,Capcom,,1.36,0.81,0.28,0.11,0.15,,8.2,,82
2761,Metroid: Other M,2010-08-31,Wii,Nintendo,Nintendo SPD Production Group 1/Team Ninja,,1.36,0.85,0.28,0.13,0.1,8.4,7.7,,77
2762,Hasbro Family Game Night 2,2009-10-27,Wii,Electronic Arts,EA Bright Light,,1.36,0.7,0.52,,0.13,5.0,6.4,,64
2767,Burnout Paradise,2008-01-22,X360,Electronic Arts,Criterion,,1.35,0.63,0.57,0.01,0.14,,8.9,,89
2770,Kirby Air Ride,2003-10-13,GC,Nintendo,HAL Laboratory,1.35,1.35,,,,,,6.4,,64
2772,Resident Evil,2002-04-30,GC,Capcom,Capcom,1.35,1.35,,,,,,8.9,,89
2773,Shadow The Hedgehog,2005-11-15,PS2,Sega,Sonic Team,1.35,1.35,,,,,,4.8,,48
2774,FIFA Soccer 08,2007-10-08,PSP,EA Sports,EA Canada,,1.35,0.2,0.76,,0.39,,7.9,,79
2776,FIFA Soccer 09,2008-10-14,PSP,EA Sports,EA Canada,,1.35,0.23,0.73,0.02,0.37,,8.1,,81
2781,Tom Clancy's Rainbow Six: Vegas 2,2008-03-19,PS3,Ubisoft,Ubisoft Montreal,,1.34,0.66,0.45,0.04,0.2,,8.2,,82
2782,Devil May Cry 4,2008-02-05,X360,Capcom,Capcom,,1.34,0.79,0.34,0.08,0.13,,8.5,,85
2783,F1 2010,2010-09-21,PS3,Codemasters,Codemasters Birmingham,,1.34,0.25,0.75,0.08,0.26,,8.4,,84
2787,The ICO & Shadow of the Colossus Collection,2011-09-27,PS3,Sony Computer Entertainment,Bluepoint Games,,1.34,0.67,0.36,0.13,0.18,9.0,9.0,,90
2788,Donkey Kong Jungle Beat,2005-03-14,GC,Nintendo,Nintendo EAD Tokyo,,1.34,0.84,0.22,0.24,0.04,,7.9,,79
2789,Need for Speed Carbon,2006-10-31,PS2,Electronic Arts,EA Black Box,,1.34,1.22,0.05,0.05,0.01,,7.7,,77
2790,Battlefield: Bad Company,2008-06-23,PS3,Electronic Arts,EA Digital Illusions CE,,1.34,0.76,0.36,0.05,0.17,,8.6,,86
2791,Command & Conquer: Red Alert 2,2000-10-21,PC,Electronic Arts,Westwood Studios,,1.34,1.32,0.02,,,,8.9,,89
2792,Max Payne 2: The Fall of Max Payne,2003-12-02,PS2,Rockstar Games,Remedy Entertainment,,1.34,0.65,0.51,,0.17,,6.8,,68
2796,Crysis 2,2011-03-22,PS3,Electronic Arts,Crytek,,1.33,0.48,0.57,0.06,0.22,,8.8,,88
2798,Alan Wake,2010-05-18,X360,Microsoft Game Studios,Remedy Entertainment,,1.33,0.66,0.5,0.05,0.12,9.2,8.3,,83
2800,Spider-Man: The Movie,2002-04-16,GBA,Activision,Digital Eclipse,,1.33,0.92,0.35,0.01,0.05,,7.9,,79
2805,Tony Hawk's Pro Skater,2000-02-29,GB,Activision,Natsume,,1.33,0.9,0.38,0.01,0.05,,7.1,,71
2810,Grand Theft Auto: Chinatown Wars,2009-03-17,DS,Rockstar Games,Rockstar Leeds/North,,1.33,0.58,0.56,0.05,0.14,9.3,9.5,9.6,95
2812,WWE SmackDown vs Raw 2008,2007-11-13,PS3,THQ,Yuke's Media Creations,,1.33,0.62,0.5,0.01,0.2,,7.3,,73
2814,UFC Undisputed 2010,2010-05-25,X360,THQ,Yuke's Future Media Creators,,1.32,0.9,0.31,0.0,0.11,,8.6,,86
2815,Fallout 76,2018-11-14,PS4,Bethesda Softworks,Bethesda Game Studios,,1.32,0.52,0.49,0.1,0.2,4.0,5.1,,51
2816,Need for Speed Underground Rivals,2005-03-14,PSP,Electronic Arts,Team Fusion,,1.32,0.69,0.38,0.02,0.24,,7.6,,76
2821,MAG: Massive Action Game,2010-01-26,PS3,Sony Computer Entertainment,Zipper Interactive,,1.32,0.77,0.3,0.09,0.16,8.1,7.4,9.5,74
2827,Rage,2011-10-04,PS3,Bethesda Softworks,id Software,,1.32,0.47,0.59,0.06,0.2,9.0,7.9,,79
2836,Madagascar,2005-05-23,PS2,Activision,Toys for Bob,,1.31,0.78,0.45,,0.07,,6.4,,64
2838,LEGO Batman: The Videogame,2008-09-23,PS3,Warner Bros. Interactive,Traveller's Tales,,1.31,0.72,0.39,,0.19,7.5,7.2,,72
2840,[Prototype],2009-06-09,X360,Activision,Radical Entertainment,,1.31,0.84,0.35,,0.12,,7.9,,79
2842,The Beatles: Rock Band,2009-09-09,X360,MTV Games,Harmonix Music Systems,,1.31,0.97,0.23,,0.11,9.0,8.9,,89
2844,Burnout 3: Takedown,2004-09-07,XB,Electronic Arts,Criterion Games,,1.31,0.84,0.43,,0.04,,9.3,,93
2847,NBA Live 07,2006-09-25,PS2,EA Sports,EA Canada,,1.3,1.07,0.04,0.02,0.17,,6.3,,63
2849,LEGO Batman: The Videogame,2008-09-23,PSP,Warner Bros. Interactive,Traveller's Tales,,1.3,0.57,0.46,,0.27,7.1,7.9,,79
2852,Devil May Cry 3: Dante's Awakening,2005-03-01,PS2,Capcom,Capcom,1.3,1.3,,,,,,8.6,,86
2857,Final Fantasy: Crystal Chronicles,2004-02-09,GC,Nintendo,Square Enix,1.3,1.3,,,,,,7.7,7.5,77
2859,Kingdom Hearts 3D: Dream Drop Distance,2012-07-31,3DS,Square Enix,Square Enix,1.3,1.3,,,,,8.3,7.5,,75
2860,Kingdom Hearts HD II.8 Final Chapter Prologue,2017-01-24,PS4,Square Enix,Square-Enix,1.3,1.3,,,,,,7.6,,76
2861,Monster Hunter Freedom,2006-05-23,PSP,Capcom,Capcom,1.3,1.3,,,,,,7.0,,70
2863,Resident Evil: The Umbrella Chronicles,2007-11-13,Wii,Capcom,Cavia Inc.,1.3,1.3,,,,,7.0,7.5,8.0,75
2866,SaGa Frontier,1998-03-31,PS,Sony Computer Entertainment,SquareSoft,1.3,1.3,,,,,,8.0,,80
2867,Super Street Fighter IV: 3D Edition,2011-03-27,3DS,Capcom,Capcom,1.3,1.3,,,,,8.7,8.5,,85
2871,Xenogears,1998-10-20,PS,Square,SquareSoft,1.3,1.3,,,,,,7.8,,78
2875,Scribblenauts: Unlimited,2012-11-19,PC,Warner Bros. Interactive Entertainment,5TH Cell,1.3,1.3,,,,,,8.8,,88
2877,The Last Guardian,2016-12-06,PS4,Sony Interactive Entertainment,SIE Japan Studio,,1.29,0.4,0.58,0.13,0.19,,7.9,,79
2884,Transformers,2004-05-11,PS2,Atari,Melbourne House,,1.29,0.63,0.49,,0.16,,7.8,,78
2885,BioShock,2007-08-21,PC,2K Games,2K Australia / 2K Boston,1.29,1.29,,,,,,9.6,,96
2891,Champions of Norrath,2004-02-10,PS2,Sony Online Entertainment,Snowblind Studios,,1.28,0.63,0.49,,0.16,,8.5,,85
2895,Need for Speed Carbon,2006-11-19,Wii,Electronic Arts,EA Black Box,,1.28,0.45,0.66,0.02,0.15,,6.4,,64
2898,Twisted Metal 4,1999-10-31,PS,989 Studios,989 Studios,,1.28,1.07,0.16,,0.04,,6.7,,67
2899,Manhunt,2003-11-18,PS2,Rockstar Games,Rockstar North,,1.28,0.63,0.49,,0.16,,8.0,,80
2903,The Sims 2: Nightlife,2005-09-13,PC,Electronic Arts,Maxis,,1.27,1.22,0.05,,,,7.5,,75
2904,Castlevania: Symphony of the Night,1997-10-02,PS,Konami,Konami Computer Entertainment Tokyo,,1.27,0.58,0.4,0.21,0.08,,9.3,8.7,93
2905,LEGO Batman: The Videogame,2008-09-23,PS2,Warner Bros. Interactive,Traveller's Tales,,1.27,0.72,0.03,,0.52,7.5,7.6,,76
2909,NBA 2K9,2008-10-07,X360,2K Sports,Visual Concepts,,1.27,1.0,0.16,,0.11,,8.3,,83
2910,WWE '12,2011-11-22,X360,THQ,"Yuke's Co., Ltd.",,1.27,0.74,0.4,0.0,0.12,7.6,7.5,,75
2915,Mario Golf: Toadstool Tour,2003-07-29,GC,Nintendo,Camelot Software Planning,1.27,1.27,,,,,,8.1,,81
2916,Metal Gear Solid Integral,1999-06-26,PS,Konami,Konami,1.27,1.27,,,,,,9.0,,90
2917,Pikmin 3,2013-08-04,WiiU,Nintendo,Nintendo EAD,1.27,1.27,,,,,8.5,8.7,,87
2921,.hack//Infection Part 1,2003-02-11,PS2,Bandai,CyberConnect2,,1.27,0.49,0.38,0.26,0.13,,7.7,,77
2922,EA Sports Active 2,2010-11-16,Wii,Electronic Arts,EA Vancouver,,1.27,0.76,0.4,,0.11,,8.0,,80
2927,Rockstar Games presents Table Tennis,2007-10-15,Wii,Rockstar Games,Rockstar San Diego,,1.26,0.39,0.73,,0.15,,6.8,,68
2931,Dark Souls,2011-10-04,X360,Namco Bandai,From Software,1.26,1.26,,,,,,9.1,,91
2932,Naruto Shippuden: Ultimate Ninja Storm Trilogy,2018-04-26,NS,Bandai Namco Entertainment,CyberConnect2,1.26,1.26,,,,,,7.5,,75
2933,Tomb Raider: Underworld,2008-11-18,PS3,Eidos Interactive,Crystal Dynamics,,1.26,0.45,0.55,0.05,0.21,,7.8,,78
2935,Football Manager 2011,2010-11-09,PC,Sega,Sports Interactive,,1.26,,1.01,,0.24,,8.9,,89
2936,SOCOM: U.S. Navy SEALs Confrontation,2008-10-14,PS3,Sony Computer Entertainment,Slant Six Games,,1.26,0.94,0.17,0.02,0.14,,6.3,,63
2939,Assassin's Creed: Bloodlines,2009-11-17,PSP,Ubisoft,Griptonite Studio,,1.26,0.43,0.5,0.05,0.28,5.4,6.3,,63
2944,Dead or Alive 4,2005-12-29,X360,Tecmo,Team Ninja,1.25,1.25,,,,,,8.6,,86
2948,Resident Evil Zero,2002-11-12,GC,Capcom,Capcom Production Studio 3 / Flagship,1.25,1.25,,,,,,8.2,,82
2950,Need for Speed: Most Wanted,2005-11-16,X360,Electronic Arts,Electronic Arts,,1.25,1.0,0.13,0.02,0.1,,8.4,,84
2952,Black,2006-02-28,PS2,Electronic Arts,Criterion Games,,1.25,1.01,0.04,0.03,0.16,,7.7,,77
2953,RollerCoaster Tycoon 2,2002-10-15,PC,Atari,Chris Sawyer,,1.25,1.19,0.06,,,,7.3,,73
2955,Ratatouille,2007-06-26,DS,THQ,Helixe,,1.25,0.49,0.62,,0.14,,7.0,,70
2958,Cars 2,2011-06-21,DS,Disney Interactive Studios,Avalanche Software,,1.25,0.68,0.41,0.04,0.12,,6.5,,65
2962,Oddworld: Abe's Oddysee,1997-08-31,PS,GT Interactive,Oddworld Inhabitants,,1.24,0.75,0.44,,0.06,,8.3,,83
2971,[Prototype],2009-06-09,PS3,Activision,Radical Entertainment,,1.24,0.65,0.41,,0.18,,8.1,,81
2974,Need for Speed Carbon,2006-11-17,PS3,Electronic Arts,EA Black Box,,1.24,0.49,0.51,0.03,0.2,,7.8,,78
2976,Frogger: The Great Quest,2001-11-18,PS2,Konami,Konami,,1.23,0.6,0.47,,0.16,,3.0,,30
2981,2010 FIFA World Cup South Africa,2010-04-27,PS3,EA Sports,EA Canada,,1.23,0.3,0.64,0.07,0.22,,8.2,,82
2982,Aliens vs Predator,2010-02-16,PC,Sega,Rebellion Developments,1.23,1.23,,,,,,6.2,,62
2985,Bayonetta 2,2018-02-16,NS,Nintendo,PlatinumGames,1.23,1.23,,,,,,9.5,,95
2989,Donkey Kong Country 2,2004-11-15,GBA,Nintendo,Rare Ltd.,,1.23,0.79,0.27,0.12,0.04,,7.6,,76
2991,Star Wars Battlefront II,2005-11-01,PSP,LucasArts,Savage Entertainment,,1.22,1.05,0.06,0.01,0.1,,6.9,,69
2992,Intelligent Qube,1997-09-30,PS,Sony Computer Entertainment,Sony Computer Entertainment,,1.22,0.13,0.07,1.0,0.02,,7.4,,74
2996,Kirby: Mass Attack,2011-09-19,DS,Nintendo,HAL Laboratory,1.22,1.22,,,,,9.0,8.4,,84
2997,Miitopia,2017-07-28,3DS,Nintendo,Nintendo EPD,1.22,1.22,,,,,,6.6,,66
3003,NBA Live 99,1998-10-31,PS,EA Sports,NuFX,,1.22,1.13,0.05,,0.03,,8.3,,83
3006,Max Payne,2001-12-12,XB,Rockstar Games,neo Software,,1.22,0.98,0.19,,0.05,,8.6,,86
3015,Bayonetta,2010-01-05,PS3,Sega,PlatinumGames,,1.21,0.44,0.4,0.21,0.16,8.4,8.6,7.2,86
3020,Super Monkey Ball: Banana Blitz,2006-11-14,Wii,Sega,Sega,1.21,1.21,,,,,,7.3,,73
3023,FIFA 07 Soccer,2006-10-17,PSP,EA Sports,EA Canada,,1.21,0.25,0.64,,0.32,,8.0,,80
3025,Cars,2006-06-06,PSP,THQ,Locomotive Games,,1.21,0.72,0.28,,0.2,,7.4,,74
3026,FIFA Soccer 11,2010-09-28,PSP,EA Sports,HB Studios,,1.21,0.13,0.7,0.01,0.36,,7.0,,70
3029,World Soccer Winning Eleven 9 (JP & Others sales),2006-02-07,PSP,Konami,Konami Computer Entertainment Tokyo,,1.2,0.01,0.88,0.31,,,8.0,,80
3031,ATV Offroad Fury 3,2004-11-02,PS2,Sony Computer Entertainment,Climax Group,,1.2,1.0,0.04,,0.16,,7.5,,75
3032,F1 2011,2011-09-20,PS3,Codemasters,Codemasters Birmingham,,1.2,0.12,0.75,0.11,0.23,,8.4,,84
3033,Metal Gear Solid V: Ground Zeroes,2014-03-18,PS4,Konami Digital Entertainment,Kojima Productions,,1.2,0.36,0.5,0.17,0.17,7.8,7.6,,76
3036,Big Beach Sports,2008-06-24,Wii,THQ,HB Studios Multimedia,1.2,1.2,,,,,,4.9,,49
3039,Dino Crisis 2,2000-09-29,PS,Capcom,Capcom Production Studio 4,1.2,1.2,,,,,,8.8,,88
